ingredients,t_ingredient_name,normalized_name
砂糖,砂糖,糖
太白粉,太白粉,太白粉
芒果,芒果,芒果
吐司,吐司,吐司
牛奶,牛奶,牛奶
雞蛋,雞蛋,雞蛋
糖,糖,糖
葡萄乾,葡萄乾,葡萄乾
現成塔皮6cm,現成塔皮6cm,奶油
手作草莓醬,手作草莓醬,草莓
蛋黃,蛋黃,雞蛋
砂糖,砂糖,糖
低筋麵粉,低筋麵粉,麵粉
鮮奶,鮮奶,牛奶
新鮮草莓,新鮮草莓,草莓
青梅,青梅,青梅
麥芽,麥芽,大麥
砂糖,砂糖,糖
烏龍茶包,烏龍茶包,烏龍茶
熱水,熱水,水
鹽巴,鹽巴,鹽
隔夜五穀飯,隔夜五穀飯,穀物
水,水,水
切小塊地瓜,切小塊地瓜,地瓜
豬絞肉,豬絞肉,豬肉
蔥,蔥,蔥
醬油,醬油,醬油
高麗菜,高麗菜,高麗菜
薑,薑,薑
白胡椒,白胡椒,白胡椒
水餃皮,水餃皮,小麥
水,水,水
高麗菜,高麗菜,高麗菜
紅蘿蔔,紅蘿蔔,紅蘿蔔
米醋,米醋,米醋
開水,開水,水
白蘿蔔,白蘿蔔,白蘿蔔
鹽巴,鹽巴,鹽
冰糖,冰糖,糖
蛋糕粉,蛋糕粉,麵粉
水,水,水
鮮奶酪,鮮奶酪,牛奶
草莓果醬,草莓果醬,草莓醬
蜂蜜,蜂蜜,蜂蜜
玉米粒,玉米粒,玉米
絞肉,絞肉,豬肉
蒜末,蒜末,蒜
蔥花,蔥花,蔥
辣椒末,辣椒末,辣椒
黑胡椒醬,黑胡椒醬,食用油
糖,糖,糖
蛋糕粉,蛋糕粉,麵粉
水,水,水
蔓越莓,蔓越莓,蔓越莓
杏仁顆粒,杏仁顆粒,杏仁
蒜頭,蒜頭,蒜
橄欖油,橄欖油,橄欖油
鹽,鹽,鹽
薑片,薑片,薑
醬油,醬油,醬油
太白粉,太白粉,太白粉
砂糖,砂糖,糖
米酒,米酒,米酒
胡椒粉,胡椒粉,胡椒
草蝦,草蝦,蝦
油,油,食用油
米酒,米酒,米酒
當歸,當歸,當歸
枸杞,枸杞,枸杞
鹽巴,鹽巴,鹽
全麥土司,全麥土司,小麥
蛋,蛋,雞蛋
蕃茄,蕃茄,番茄
起司絲,起司絲,起司
五月花妙用廚房紙巾,五月花妙用廚房紙巾,
五分鐘免揉麵糰,五分鐘免揉麵糰,麵粉
糖粉,糖粉,糖
葡萄籽油,葡萄籽油,食用油
烘培紙,烘培紙,烘培紙
阿舍乾麵NO10,阿舍乾麵NO10,麵粉
高麗菜,高麗菜,高麗菜
辣椒,辣椒,辣椒
蒜頭,蒜頭,蒜
天婦羅,天婦羅,食用油
雞蛋,雞蛋,雞蛋
水,水,水
NO10醬包,NO10醬包,未定義
冰糖,冰糖,糖
烏醋,烏醋,烏醋
蒜泥,蒜泥,蒜
芡汁,芡汁,澱粉
大福皮油,大福皮油,豬肉
大福皮糖,大福皮糖,糯米
大福皮水,大福皮水,糯米粉
大福皮糯米粉,大福皮糯米粉,糯米
餡料紅豆泥,餡料紅豆泥,紅豆
餡料草莓,餡料草莓,草莓
日本太白粉或是地瓜澱粉,日本太白粉或是地瓜澱粉,澱粉
熟咖哩,熟咖哩,咖哩
白飯,白飯,米飯
蘿蔔片,蘿蔔片,蘿蔔
海苔,海苔,海苔
小番茄,小番茄,番茄
番茄醬,番茄醬,番茄醬
豬絞肉,豬絞肉,豬肉
豆腐,豆腐,豆腐
蔥,蔥,蔥
蒜頭,蒜頭,蒜
油蔥頭,油蔥頭,食用油
糖,糖,糖
醬油,醬油,醬油
玉米粒,玉米粒,玉米
蔥花,蔥花,蔥
黑胡椒粉,黑胡椒粉,胡椒粉
塩,塩,鹽
水,水,水
皮蛋,皮蛋,皮蛋
蛋豆腐,蛋豆腐,雞蛋
黃椒,黃椒,甜椒
紅椒,紅椒,甜椒
蔥,蔥,蔥
蒜頭,蒜頭,蒜
乾辣椒,乾辣椒,辣椒
黃飞紅麻辣花生,黃飞紅麻辣花生,食用油
太白粉,太白粉,太白粉
鹽,鹽,鹽
起司片,起司片,起司
中筋麵粉,中筋麵粉,麵粉
糖,糖,糖
可可粉,可可粉,可可粉
植物油,植物油,食用油
水,水,水
嫩豆腐,嫩豆腐,豆腐
肉末,肉末,牛肉
蔥,蔥,蔥
豆瓣醬,豆瓣醬,豆瓣醬
太白粉水,太白粉水,太白粉
香油,香油,芝麻油
醬油,醬油,醬油
柴魚粉,柴魚粉,柴魚粉
胡椒粉,胡椒粉,胡椒
各式新鮮香菇,各式新鮮香菇,香菇
剩飯,剩飯,米
水,水,水
味付海苔片剪長條型,味付海苔片剪長條型,海苔
美極養身百菇園濃湯,美極養身百菇園濃湯,菇
火腿,火腿,豬肉
大蒜,大蒜,蒜
奶油,奶油,奶油
梅狀元陳醋老梅膏,梅狀元陳醋老梅膏,梅子
白飯,白飯,米飯
蔬菜花椰菜,蔬菜花椰菜,花椰菜
黃瓜,黃瓜,黃瓜
人造蟹柳,人造蟹柳,魚肉
KewpieBB蛋黃醬,KewpieBB蛋黃醬,雞蛋
鹽,鹽,鹽
肉絲,肉絲,肉
鵝白菜,鵝白菜,白菜
鹽巴,鹽巴,鹽
蒜頭,蒜頭,蒜
米酒,米酒,米酒
橄欖油,橄欖油,橄欖油
冷凍酥皮,冷凍酥皮,食用油
奶油乳酪,奶油乳酪,奶油乳酪
櫻桃果醬,櫻桃果醬,櫻桃
白砂糖,白砂糖,糖
土司,土司,麵粉
玉米,玉米,玉米
焗烤用起司,焗烤用起司,起司
德國香腸(小),德國香腸,豬肉
奶油,奶油,奶油
藍鑽蝦,藍鑽蝦,蝦
脆漿粉,脆漿粉,麵粉
冰水,冰水,水
美乃滋,美乃滋,美乃滋
彩色巧克力米,彩色巧克力米,牛奶
沙魚,沙魚,鯊魚
薄鹽醬油,薄鹽醬油,醬油
米酒,米酒,米酒
糖,糖,糖
薑絲,薑絲,薑
芝麻,芝麻,芝麻
油菜,油菜,油菜
醬油膏,醬油膏,醬油膏
白飯,白飯,米飯
鮪魚罐頭,鮪魚罐頭,鮪魚
鰹魚醬油,鰹魚醬油,鰹魚
絞肉,絞肉,豬肉
玉米粒,玉米粒,玉米
馬鈴薯切塊,馬鈴薯切塊,馬鈴薯
蔥,蔥,蔥
大蒜,大蒜,蒜
太白粉,太白粉,太白粉
雞粉,雞粉,雞粉
水,水,水
蝦,蝦,蝦
黑胡椒粉,黑胡椒粉,胡椒粉
白胡椒粉,白胡椒粉,白胡椒粉
鹽,鹽,鹽
任何口味咖哩,任何口味咖哩,香料
白米,白米,米
薑黃粉,薑黃粉,薑黃粉
小香腸,小香腸,豬肉
海苔,海苔,海苔
番茄醬,番茄醬,番茄醬
以下為比薩,以下為比薩,
中筋麵粉,中筋麵粉,麵粉
酵母粉,酵母粉,酵母
溫水,溫水,水
冷水,冷水,水
糖,糖,糖
鹽,鹽,鹽
沙拉油,沙拉油,食用油
比薩專用起司,比薩專用起司,起司
番茄醬,番茄醬,番茄醬
小熱狗,小熱狗,熱狗
蝦仁,蝦仁,蝦
透抽,透抽,透抽
鳳梨片,鳳梨片,鳳梨
義式香料,義式香料,香料
以下為雞塊,以下為雞塊,雞肉
雞胸肉,雞胸肉,雞肉
豬板油,豬板油,豬肉
雞蛋,雞蛋,雞蛋
胡椒粉,胡椒粉,胡椒
糖,糖,糖
冰塊,冰塊,水
太白粉,太白粉,太白粉
低筋麵粉,低筋麵粉,麵粉
以下為薯條,以下為薯條,食用油
馬鈴薯,馬鈴薯,馬鈴薯
清水,清水,水
鹽,鹽,鹽
玉米粉,玉米粉,玉米粉
蛋,蛋,雞蛋
鹽,鹽,鹽
白醋,白醋,白醋
吐司,吐司,吐司
地瓜,地瓜,地瓜
起司片,起司片,起司
蛋,蛋,雞蛋
白胡椒粉,白胡椒粉,白胡椒粉
烹大師 or 鮮雞晶,烹大師 or 鮮雞晶,雞肉
all-purpose 麵粉: 太白粉:地瓜粉 = 3:2:1,all-purpose 麵粉: 太白粉:地瓜粉 = 3:2:1,麵粉
蔥花少許(可省略),蔥花少許,蔥
牛奶,牛奶,牛奶
市售乾燥意麵,市售乾燥意麵,麵粉
韭菜,韭菜,韭菜
豬肉塊狀,豬肉塊狀,豬肉
可切5片左右,可切5片左右,不明食材
肉醬罐頭,肉醬罐頭,豬肉
醬油,醬油,醬油
雞蛋,雞蛋,雞蛋
蒜頭,蒜頭,蒜
洋蔥,洋蔥,洋蔥
蕃茄,蕃茄,番茄
鮮奶,鮮奶,牛奶
橄欖油,橄欖油,橄欖油
鹽巴,鹽巴,鹽
起司粉,起司粉,起司
粗胡椒粒,粗胡椒粒,胡椒
印度餅皮,印度餅皮,麵粉
披薩起司,披薩起司,起司
帕馬森起司,帕馬森起司,起司
洋蔥or,洋蔥or,洋蔥
家裡的剩菜,家裡的剩菜,蔬菜
醬料蒜泥醬,醬料蒜泥醬,蒜
辣椒醬,辣椒醬,辣椒醬
番茄醬免費的都可以,番茄醬免費的都可以,番茄
腰內肉,腰內肉,豬肉
嫩薑,嫩薑,薑
青蔥,青蔥,蔥
醬油,醬油,醬油
米酒,米酒,米酒
味淋,味淋,米
冷開水,冷開水,水
中筋麵粉,中筋麵粉,麵粉
即時燕麥,即時燕麥,燕麥
小蘇打粉,小蘇打粉,小蘇打粉
泡打粉,泡打粉,泡打粉
細白砂糖,細白砂糖,糖
融化奶油或沙拉油,融化奶油或沙拉油,奶油
雞蛋,雞蛋,雞蛋
牛奶,牛奶,牛奶
熟香蕉,熟香蕉,香蕉
藍莓,藍莓,藍莓
熟筍絲,熟筍絲,竹筍
雞胸肉,雞胸肉,雞肉
朝天椒,朝天椒,朝天椒
紅蘿蔔絲,紅蘿蔔絲,紅蘿蔔
蔥絲,蔥絲,蔥
鹽,鹽,鹽
糖,糖,糖
醬油,醬油,醬油
洋蔥,洋蔥,洋蔥
小白菜,小白菜,小白菜
蛋,蛋,雞蛋
太白粉水,太白粉水,太白粉
▊己有食材（熟食） ▊,▊己有食材 ▊,▊己有食材（熟食） ▊
白飯,白飯,米飯
竹筍排骨湯,竹筍排骨湯,豬肉
炒高麗菜＋紅蘿蔔絲,炒高麗菜＋紅蘿蔔絲,高麗菜
▊新鮮食材 （生食）▊,▊新鮮食材 ▊,未知
西芹,西芹,芹菜
甜玉米粒,甜玉米粒,玉米
秋葵（裝飾用）,秋葵,秋葵
鹽與柴魚精,鹽與柴魚精,柴魚
水,水,水
北海道塩秋鮭切身,北海道塩秋鮭切身,鮭魚
小酸豆,小酸豆,酸豆
檸檬汁,檸檬汁,檸檬
奶油B,奶油B,奶油
奶油A,奶油A,奶油
蘆筍,蘆筍,蘆筍
台糖安心豚調味里肌豬排,台糖安心豚調味里肌豬排,豬肉
青蔥,青蔥,蔥
【麵衣】蛋,【麵衣】蛋,蛋
【麵衣】麵包粉,【麵衣】麵包粉,麵粉
【麵衣】麵粉,【麵衣】麵粉,麵粉
微波模型或容器,微波模型或容器,微波模型或容器
市售鬆餅粉或蛋糕粉,市售鬆餅粉或蛋糕粉,牛奶
牛奶,牛奶,牛奶
雞蛋,雞蛋,雞蛋
鬆餅粉,鬆餅粉,麵粉
蜂蜜,蜂蜜,蜂蜜
水,水,水
蛋,蛋,雞蛋
紅豆餡,紅豆餡,紅豆
海帶芽（乾）,海帶芽,海帶
蝦皮（乾）,蝦皮,蝦肉
蛋,蛋,雞蛋
蔥花,蔥花,蔥
柴魚粉,柴魚粉,柴魚粉
香油,香油,芝麻油
秋葵,秋葵,秋葵
漢堡麵包,漢堡麵包,小麥
無鹽奶油,無鹽奶油,奶油
白糖,白糖,糖
糖粉,糖粉,糖
Uncle Ben's 方便飯,Uncle Ben's 方便飯,米
肉丁(任何肉,肉丁(任何肉,肉
可烤可煎可水煮),可烤可煎可水煮),非食材
蕃茄丁,蕃茄丁,蕃茄
生菜,生菜,生菜
墨西哥玉米餅皮,墨西哥玉米餅皮,玉米
soure cream酸奶油,soure cream酸奶油,奶油
九層塔,九層塔,九層塔
蔥花,蔥花,蔥
玉米粒,玉米粒,玉米
豆皮(條狀)煮熟沖涼,豆皮煮熟沖涼,大豆
芹菜絲,芹菜絲,芹菜
紅蘿蔔絲,紅蘿蔔絲,紅蘿蔔
麻油,麻油,芝麻油
鹽巴,鹽巴,鹽
糖,糖,糖
生菜,生菜,生菜
美乃滋,美乃滋,美乃滋
糖粉,糖粉,糖
紅蘿蔔,紅蘿蔔,紅蘿蔔
南瓜,南瓜,南瓜
雞蛋,雞蛋,雞蛋
砂糖,砂糖,糖
牛奶,牛奶,牛奶
動物性鮮奶油(Whipping Cream),動物性鮮奶油,鮮奶油
蘭姆酒(或香草精),蘭姆酒,甘蔗
吐司,吐司,吐司
熱狗,熱狗,熱狗
起司片,起司片,起司
蕃茄醬(速食店拿回家的),蕃茄醬,番茄醬
牙籤,牙籤,牙籤
三文魚,三文魚,三文魚
米酒,米酒,米酒
味琳,味琳,味醂
味噌,味噌,味噌
蝦,蝦,蝦
米酒,米酒,米酒
當歸,當歸,當歸
枸杞,枸杞,枸杞
鹽,鹽,鹽
蒜頭（拍碎）,蒜頭,蒜
蔥段,蔥段,蔥
鹽與柴魚精,鹽與柴魚精,柴魚
沙茶醬,沙茶醬,沙茶醬
醬油,醬油,醬油
烏醋,烏醋,烏醋
香油,香油,芝麻油
麵條,麵條,麵條
青菜,青菜,青菜
黃糖,黃糖,糖
燻料（可以茶葉代替）,燻料,香料
鮮鴨蛋（不是咸蛋！）,鮮鴨蛋,鴨蛋
比薩醬,比薩醬,番茄
臘腸,臘腸,臘腸
三色青椒,三色青椒,甜椒
豌豆,豌豆,豌豆
花椰菜,花椰菜,花椰菜
起司,起司,起司
中筋麵粉,中筋麵粉,麵粉
酵母,酵母,酵母
糖,糖,糖
鹽,鹽,鹽
水,水,水
鳥皮蛋,鳥皮蛋,蛋
豆腐,豆腐,豆腐
﹝醬汁﹞醬油膏,﹝醬汁﹞醬油膏,黃豆
﹝醬汁﹞辣油,﹝醬汁﹞辣油,食用油
﹝醬汁﹞米霖,﹝醬汁﹞米霖,米
﹝醬汁﹞和風醬油,﹝醬汁﹞和風醬油,大豆
﹝醬汁﹞香油,﹝醬汁﹞香油,食用油
麵線,麵線,麵線
麻油,麻油,芝麻油
糖,糖,糖
醬油,醬油,醬油
鮭魚,鮭魚,鮭魚
鹽,鹽,鹽
胡椒粉,胡椒粉,胡椒
鮢魚過魚,鮢魚過魚,魚肉
豆鼓,豆鼓,黃豆
醬油,醬油,醬油
油蔥酥,油蔥酥,油蔥酥
蔥,蔥,蔥
草蝦,草蝦,蝦
蒜片,蒜片,蒜
檸檬汁,檸檬汁,檸檬
泰式湯塊,泰式湯塊,雞肉
康寶白醬調理包,康寶白醬調理包,牛奶
洋蔥末,洋蔥末,洋蔥
蒜頭末,蒜頭末,蒜頭
牛奶,牛奶,牛奶
黃檸檬皮,黃檸檬皮,檸檬
檸檬汁,檸檬汁,檸檬
雞胸肉,雞胸肉,雞肉
義式寬麵,義式寬麵,麵粉
起司粉,起司粉,起司
塩,塩,鹽
黑胡椒,黑胡椒,黑胡椒
檸檬皮,檸檬皮,檸檬
檸檬汁,檸檬汁,檸檬
台式蘿蔔糕,台式蘿蔔糕,米
餐肉,餐肉,豬肉
材料A,材料A,不明食材
天然濃縮香草精,天然濃縮香草精,香草
牛奶低脂牛奶,牛奶低脂牛奶,牛奶
草莓,草莓,草莓
材料B,材料B,無法判斷
香草冰淇淋,香草冰淇淋,牛奶
玉米罐頭,玉米罐頭,玉米
肉絲,肉絲,肉
沙茶醬,沙茶醬,沙茶醬
豆腐,豆腐,豆腐
青蔥顆粒,青蔥顆粒,青蔥
蒜頭顆粒,蒜頭顆粒,蒜頭
番茄醬,番茄醬,番茄醬
醬油,醬油,醬油
糖,糖,糖
太白粉,太白粉,太白粉
巧克力量視廠牌而定,巧克力量視廠牌而定,可可豆
mm迷你巧克力,mm迷你巧克力,牛奶
小湯匙耐熱50度以上,小湯匙耐熱50度以上,非食材
地瓜,地瓜,地瓜
老薑,老薑,薑
水,水,水
黑糖,黑糖,糖
蛋餅皮,蛋餅皮,雞蛋
蛋,蛋,雞蛋
起司片,起司片,起司
火腿,火腿,豬肉
小黃瓜,小黃瓜,小黃瓜
洋菇,洋菇,洋菇
胡椒鹽,胡椒鹽,鹽
市售烏龍麵,市售烏龍麵,麵粉
淡味醬油,淡味醬油,醬油
新鮮雞蛋,新鮮雞蛋,雞蛋
蔥花,蔥花,蔥
海苔絲（可不加）,海苔絲,海苔
冬粉,冬粉,冬粉
乾香菇,乾香菇,香菇
蝦米,蝦米,蝦
肉絲,肉絲,肉
紅蘿蔔絲,紅蘿蔔絲,紅蘿蔔
蔥,蔥,蔥
蒜頭,蒜頭,蒜
大白菜,大白菜,大白菜
醬油,醬油,醬油
沙茶醬,沙茶醬,沙茶醬
在來米粉,在來米粉,在來米粉
太白粉,太白粉,太白粉
水,水,水
油,油,食用油
蝦子,蝦子,蝦
康寶濃湯玉米雞蓉,康寶濃湯玉米雞蓉,雞肉
胡椒粉,胡椒粉,胡椒
雞鬆,雞鬆,雞肉
白飯,白飯,米飯
雞蛋,雞蛋,雞蛋
皮蛋,皮蛋,皮蛋
茄子,茄子,茄子
酥炸粉,酥炸粉,麵粉
鹽巴,鹽巴,鹽
胡椒粉,胡椒粉,胡椒
桂冠魚餃,桂冠魚餃,魚
蔥,蔥,蔥
薑,薑,薑
蒜,蒜,蒜
辣椒可省略,辣椒可省略,辣椒
香菜,香菜,香菜
咖哩粉,咖哩粉,咖哩粉
椰奶,椰奶,椰奶
塊狀蕃茄罐頭,塊狀蕃茄罐頭,番茄
糖,糖,糖
橄欖油,橄欖油,橄欖油
玉米筍,玉米筍,玉米筍
甜豆,甜豆,豌豆
菠菜,菠菜,菠菜
菇類,菇類,菇
蔓越莓,蔓越莓,蔓越莓
高筋麵粉,高筋麵粉,麵粉
水,水,水
全蛋液,全蛋液,雞蛋
蜂蜜,蜂蜜,蜂蜜
細砂糖,細砂糖,糖
酵母粉,酵母粉,酵母
鹽,鹽,鹽
無鹽奶油,無鹽奶油,奶油
桂冠魚餃,桂冠魚餃,魚
桂冠蛋餃,桂冠蛋餃,雞蛋
蛤仔,蛤仔,蛤仔
鱸魚,鱸魚,鱸魚
鴨血,鴨血,鴨血
蝦子,蝦子,蝦
鳥蛋,鳥蛋,蛋
油蔥酥,油蔥酥,油蔥酥
蔥花,蔥花,蔥
鹽巴,鹽巴,鹽
桂冠魚餃,桂冠魚餃,魚
桂冠蝦餃,桂冠蝦餃,蝦
桂冠花枝餃,桂冠花枝餃,花枝
水餃,水餃,豬肉
調胡椒粉,調胡椒粉,胡椒
青菜,青菜,青菜
全麥土司,全麥土司,小麥
蜂蜜,蜂蜜,蜂蜜
依時令準備鳳梨,依時令準備鳳梨,鳳梨
花椰菜,花椰菜,花椰菜
水,水,水
鹽,鹽,鹽
豆芽菜,豆芽菜,豆芽菜
紅辣椒切段,紅辣椒切段,辣椒
豬肉絲,豬肉絲,豬肉
小蝦米,小蝦米,蝦
切碎蒜,切碎蒜,蒜
蝦膏,蝦膏,蝦
醬油,醬油,醬油
米酒,米酒,米酒
蔥、蒜泥、薑泥、,蔥、蒜泥、薑泥、,蔥
糖,糖,糖
一咪咪雞粉,一咪咪雞粉,雞肉
泡過鹽水的豬排,泡過鹽水的豬排,豬肉
鹽水,鹽水,鹽
花椰菜,花椰菜,花椰菜
山粉圓,山粉圓,山粉圓
白開水,白開水,水
檸檬,檸檬,檸檬
糖,糖,糖
椰子粉,椰子粉,椰子
巧克力,巧克力,牛奶
鹽,鹽,鹽
牛奶,牛奶,牛奶
香草精,香草精,香草精
可可粉,可可粉,可可粉
白豆腐,白豆腐,豆腐
雞蛋豆腐,雞蛋豆腐,豆腐
青蔥,青蔥,蔥
鹹蛋黃,鹹蛋黃,鹹蛋黃
蒜,蒜,蒜
油,油,食用油
快煮雞蛋麵,快煮雞蛋麵,雞蛋
菠菜,菠菜,菠菜
蕃茄,蕃茄,番茄
牛絞肉,牛絞肉,牛絞肉
老乾媽,老乾媽,食用油
寧記麻辣鍋醬,寧記麻辣鍋醬,食用油
雞蛋,雞蛋,雞蛋
木耳,木耳,木耳
義大利寬麵,義大利寬麵,麵
青江菜,青江菜,青江菜
蘿美生菜Romainelettuce,蘿美生菜Romainelettuce,生菜
木耳,木耳,木耳
牛絞肉,牛絞肉,牛絞肉
蕃茄風義大利麵醬,蕃茄風義大利麵醬,食用油
義大利風混合香料,義大利風混合香料,香料
韓國年糕,韓國年糕,米
韓國泡菜,韓國泡菜,大白菜
茄子,茄子,茄子
蘿美生菜,蘿美生菜,蘿美生菜
菠菜嫩葉,菠菜嫩葉,菠菜
生香菇,生香菇,香菇
菠菜嫩葉,菠菜嫩葉,菠菜
豆腐,豆腐,豆腐
意大利餃tortellini,意大利餃tortellini,豬肉
醬油,醬油,醬油
蠔油,蠔油,蠔油
老乾媽,老乾媽,食用油
菠菜嫩葉,菠菜嫩葉,菠菜
豆腐,豆腐,豆腐
鮑魚菇（oystermushroom）,鮑魚菇,菇
味噌,味噌,味噌
雞蛋,雞蛋,雞蛋
新鮮的MozzarellaCheese,新鮮的MozzarellaCheese,起司
牛蕃茄,牛蕃茄,番茄
羅勒,羅勒,羅勒
鮭魚,鮭魚,鮭魚
蘑菇,蘑菇,蘑菇
青江菜,青江菜,青江菜
義大利麵,義大利麵,義大利麵
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
鹽,鹽,鹽
橄欖油或葵花油,橄欖油或葵花油,食用油
蜂蜜,蜂蜜,蜂蜜
中筋麵粉,中筋麵粉,麵粉
葡萄乾,葡萄乾,葡萄乾
蛋,蛋,雞蛋
＊燕麥,＊燕麥,燕麥
＊桂格granola,＊桂格granola,穀物
黑糖,黑糖,糖
肉桂粉,肉桂粉,肉桂粉
荳蔻粉,荳蔻粉,荳蔻
冷凍起酥皮三片,冷凍起酥皮三片,奶油
冷凍起酥皮,冷凍起酥皮,奶油
杏仁片,杏仁片,杏仁
榛果角,榛果角,榛果
核桃碎,核桃碎,核桃
蛋白,蛋白,雞蛋
細糖粉,細糖粉,糖
水,水,水
廣達香肉醬,廣達香肉醬,豬肉
洋蔥切丁,洋蔥切丁,洋蔥
紅蘿蔔刨絲,紅蘿蔔刨絲,紅蘿蔔
小黃瓜刨絲,小黃瓜刨絲,小黃瓜
五木細麵,五木細麵,麵粉
(調味料)海苔醬,海苔醬,食用油
(調味料)鹽,鹽,鹽
(調味料)素蠔油,素蠔油,蠔油
豆包,豆包,豆包
壽司海苔,壽司海苔,海苔
肉鬆,肉鬆,肉鬆
美乃滋,美乃滋,美乃滋
香菜 (可省略),香菜 ,香菜
五分鐘免揉麵糰,五分鐘免揉麵糰,麵粉
美乃滋,美乃滋,美乃滋
肉鬆,肉鬆,肉鬆
海苔絲～亦可拿片狀自己剪,海苔絲～亦可拿片狀自己剪,海苔
各種果醬,各種果醬,水果
厚片吐司,厚片吐司,麵粉
土司盒,土司盒,
五分鐘免揉麵包麵糰,五分鐘免揉麵包麵糰,麵粉
台南乾麵http,台南乾麵http,麵粉
googl,googl,無法判斷
rmPrs,rmPrs,非食材
阿舍台南乾麵,阿舍台南乾麵,麵粉
小黃瓜,小黃瓜,小黃瓜
胡蘿蔔,胡蘿蔔,紅蘿蔔
台南乾麵,台南乾麵,麵粉
小斜管麵pennette,小斜管麵pennette,麵粉
蕃茄,蕃茄,番茄
莫札雷拉乳酪,莫札雷拉乳酪,乳酪
洋蔥,洋蔥,洋蔥
培根片,培根片,豬肉
新鮮羅勒,新鮮羅勒,羅勒
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
橄欖油,橄欖油,橄欖油
無糖豆漿,無糖豆漿,豆漿
香蕉,香蕉,香蕉
穀粉,穀粉,穀物
無籽加州梅,無籽加州梅,加州梅
馬鈴薯,馬鈴薯,馬鈴薯
紅蘿蔔,紅蘿蔔,紅蘿蔔
洋蔥,洋蔥,洋蔥
豬里肌肉,豬里肌肉,豬肉
味琳,味琳,味醂
醬油,醬油,醬油
酒,酒,酒
油,油,食用油
綠豆,綠豆,綠豆
水,水,水
糖,糖,糖
高麗菜,高麗菜,高麗菜
橄欖油,橄欖油,橄欖油
冰水,冰水,水
胡麻醬,胡麻醬,芝麻
有機鬆餅粉,有機鬆餅粉,麵粉
雞蛋1個加鮮奶共,雞蛋1個加鮮奶共,牛奶
家樂氏SpecialK香脆麥米片,家樂氏SpecialK香脆麥米片,麥
苜宿芽,苜宿芽,苜宿芽
小豆苗,小豆苗,豆苗
和風芝麻沙拉醬,和風芝麻沙拉醬,食用油
紅蘿蔔,紅蘿蔔,紅蘿蔔
秋葵,秋葵,秋葵
去骨牛小排,去骨牛小排,牛肉
杏鮑菇,杏鮑菇,杏鮑菇
蒜末,蒜末,蒜
蔥末,蔥末,蔥
辣椒丁,辣椒丁,辣椒
牛油,牛油,牛肉
A1,A1,番茄
醬油,醬油,醬油
黑胡椒,黑胡椒,黑胡椒
米酒,米酒,米酒
去骨大雞腿肉,去骨大雞腿肉,雞肉
洋蔥,洋蔥,洋蔥
青蔥末,青蔥末,蔥
蛋,蛋,雞蛋
醬油,醬油,醬油
酒,酒,酒
蕃茄醬,蕃茄醬,番茄醬
鹽,鹽,鹽
水,水,水
蕃茄,蕃茄,番茄
洋蔥,洋蔥,洋蔥
馬鈴薯,馬鈴薯,馬鈴薯
紅蘿蔔,紅蘿蔔,紅蘿蔔
玉米粒,玉米粒,玉米
菇類兩種,菇類兩種,菇類
花椰菜,花椰菜,花椰菜
西洋芹,西洋芹,西洋芹
挪威薄鹽鯖魚2片,挪威薄鹽鯖魚2片,鯖魚
飯,飯,米
杏鮑菇,杏鮑菇,杏鮑菇
青江菜,青江菜,青江菜
素蠔油,素蠔油,蠔油
糖,糖,糖
胡椒粉,胡椒粉,胡椒
香油,香油,芝麻油
太白粉水,太白粉水,太白粉
嫩豆腐,嫩豆腐,豆腐
絞肉,絞肉,豬肉
蔥,蔥,蔥
薑,薑,薑
大蒜,大蒜,蒜
杏鮑菇,杏鮑菇,杏鮑菇
奶油,奶油,奶油
蒜末,蒜末,蒜
義式香料,義式香料,香料
麵粉(都可),麵粉,麵粉
熱水,熱水,水
冷水,冷水,水
橄欖油,橄欖油,橄欖油
胡椒鹽,胡椒鹽,鹽
蔥花,蔥花,蔥
蛤蠣,蛤蠣,蛤蠣
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
九層塔,九層塔,九層塔
米酒,米酒,米酒
鹽,鹽,鹽
雞蛋豆腐,雞蛋豆腐,豆腐
蔥,蔥,蔥
蒜頭,蒜頭,蒜
素蠔油 (可用醬油代替),素蠔油 ,蠔油
味 酉林 (可用糖代替),味 酉林 ,米
水,水,水
柳丁,柳丁,柳丁
圓形湯匙,圓形湯匙,非食材
梅花豬肉片,梅花豬肉片,豬肉
蘋果,蘋果,蘋果
薑泥,薑泥,薑
洋蔥(切絲),洋蔥,洋蔥
冷開水,冷開水,水
綠紫蘇葉(切絲),綠紫蘇葉,紫蘇
醬油,醬油,醬油
味醂,味醂,味醂
清酒,清酒,清酒
奶油,奶油,奶油
砂糖,砂糖,糖
全蛋,全蛋,雞蛋
中筋麵粉,中筋麵粉,麵粉
可可粉,可可粉,可可粉
全脂牛奶,全脂牛奶,牛奶
無鋁蘇打粉,無鋁蘇打粉,
食鹽,食鹽,鹽
(糖霜)奶油,奶油,奶油
(糖霜)糖粉,糖粉,糖
(糖霜)食鹽,食鹽,鹽
(糖霜)香草,香草,香草
(糖霜)全脂牛奶,全脂牛奶,牛奶
鬆餅粉,鬆餅粉,麵粉
牛奶,牛奶,牛奶
