ingredients,Unit,Grams_Per_Unit
雞粉,小額,4.0
牛排,片(約6兩),225.0
"主材料：
草蝦",尾,30.0
越前棒,卷,75.0
C.檸檬,顆,120.0
A.新鮮河粉,張,150.0
大判揚,包,250.0
百合莖,顆,75.0
B.蛋液,顆,55.0
雞骨,支,35.0
歐姆蛋,份,125.0
柳松菇,盒,150.0
花椰菜,∼6朵,30.0
泰式醃漬鹽檸檬,個,100.0
菠菜,-4葉,2.0
豆瓣醬,湯匙,18.0
珍珠石斑,尾,600.0
油漬鮪魚片罐頭,罐,150.0
小蘆筍,根,8.0
水,mll,1.0
臘腸,∼3根,65.0
干貝醬,∼3大匙,18.0
紅椒絲,隨意,0.0
煮熟麵條,碗,200.0
滷牛腩湯汁,碗,250.0
牛番茄片,片,30.0
小黃瓜,長片,10.0
烏龍麵,份,200.0
長豆,根,15.0
8吋冷凍披薩餅皮,片,200.0
義大利生火腿片,片,7.0
大蒜,粒(切絲),5.0
黑麻油,大碗,230.0
老薑片,大碗,200.0
哈蜜瓜,個,1500.0
A.鹽,又1/2茶匙,2.5
加飯肉罐頭,罐,350.0
薑汁鹹魚罐頭,罐,150.0
"材料：
豬耳朵",對,300.0
"淋包材料：
八角",個,1.0
糖,又1/2大杯,100.0
柴魚味精,又1/3小匙,1.0
白醋,又1/3大匙,5.0
糖,又1/3大杯,65.0
餅皮,片,75.0
芹菜梗葉,根,45.0
披薩麵餅,片,150.0
橄欖,個切片,4.0
帶骨雞胸肉,個,300.0
冷凍酥片,片,150.0
圓形藍莓蛋糕,條,200.0
A.法國麵包,支,300.0
水煮蛋切片,片,15.0
黃瓜片,片,5.0
人蔘雞調理包,包,75.0
車輪卷,數片,80.0
豬肉片,盒,300.0
蛋糕體,片,100.0
雞胸肉片,片,75.0
節瓜,根,200.0
萵苣葉片,片,15.0
塔殼,個,30.0
鮮奶油,cc,1.0
魚露罐頭,罐,150.0
白醋,湯匙,15.0
紅辣椒末,湯匙,8.0
薑,根,30.0
枸杞,小把,30.0
B.蒜,瓣,5.0
D.番茄,顆,150.0
E.月桂葉,片,0.5
鹽,許,0.0
蔓越莓,~6顆,6.0
蒜末,又1/2小匙,2.0
煎牛肉,片,100.0
德國香腸,片,20.0
立基冷凍小牛角麵糰,個,60.0
豆皮捲,個,40.0
去骨土雞腿,支,150.0
圓茄子,根,350.0
卡菲爾檸檬葉,片,0.5
海鮮塊,塊,150.0
"醬汁：
檸檬汁",顆,40.0
青蒜片,支,75.0
豬肉罐頭,罐,350.0
豆酥,半碗,0.0
香茅棒,條,15.0
劍蝦,隻,20.0
筍塊,支,350.0
白蘿蔔,包,500.0
番茄醬,包,15.0
小雞腿,條,65.0
鱸魚,長條,150.0
紅蘿蔔,長條,150.0
芥蘭芽,小把,75.0
鮭片,片,20.0
味哨,包,10.0
拉麵,斤(熟),600.0
紫高麗菜,片,15.0
"配料：
青椒",個,170.0
蒜蒜麵筋罐頭,罐,150.0
生油麵,份,180.0
杏仁口味餅皮,片,30.0
脆瓜罐頭,罐,150.0
肉絲,~8兩,50.0
市瘦滑大腸,條,150.0
咖哩雞塊,粒,25.0
二節雞翅,隻,40.0
C.優格餅皮,張,30.0
熟四季豆,支,1.5
處女蟳,隻,200.0
"其他：
糖漬栗子",粒,8.0
燕麥飯,碗,200.0
熟蘆蝦,隻,20.0
新鮮紅番茄,個,120.0
魚餃,盒,250.0
蟹肉,盒,250.0
番茄汁,罐,350.0
黑橄欖麵包,片,30.0
1.蝦仁,尾,20.0
2.茄子,根,250.0
4.紅蔥頭,個,15.0
5.檸檬葉,片,0.5
果醬,挑選喜愛的口味,0.0
洋蔥,大顆,300.0
白蘿蔔青頭,個,70.0
蛤蜊,-15粒,15.0
辣椒片,-6片,1.5
糖粉,公克.,1.0
蝦排,塊,65.0
無骨雞腿,隻,200.0
雞排,塊,200.0
柴魚片,包(小),3.0
青豆仁,湯匙,15.0
培根肉,~8片,15.0
1.脆酥粉,約100公克,100.0
無花果乾,顆,15.0
蔥段,數片,1.5
洋蔥片,顆,200.0
干貝,罐,120.0
魚塊,塊,50.0
米堡,片,100.0
可爾必思,罐,330.0
8吋冷凍派皮,份,250.0
6吋烤模,個,0.0
"煮物料：
冷凍炸蝦",隻,30.0
冷凍炸雞,塊,75.0
生菜,數片,15.0
薑蔥水,湯匙,15.0
薑末,酌量,0.0
大蒜麵包,片,40.0
炸蝦,尾,30.0
檸檬,個(搾汁),120.0
黃金針魚,隻,150.0
鳳梨,~2片,40.0
綠花椰菜,小棵,150.0
紅醬,一杯,200.0
豬大骨,根,150.0
麵條,包,250.0
素瓜子肉醬,罐,200.0
b.雞蛋,顆,55.0
"爆香料：
蔥段",數支,45.0
丁香魚,小把,40.0
豬肝,片,25.0
黑胡椒牛肉,包,250.0
白菜,棵,1000.0
花椰菜,棵,750.0
入味壽司皮,片,8.0
毛豆仁,粒,0.5
B.香蕉,條,130.0
黃色甜椒,個,180.0
甜黑豆,粒,0.5
B.蘋果,個,180.0
魷魚乾,尾,50.0
新鮮萵苣葉,片,0.5
吳郭魚,條(約1斤),600.0
白肉海魚,片,120.0
碎香菜,湯匙,7.0
起司絲,湯匙,12.0
小洋梨,顆,600.0
蘑菇,個(切片),15.0
蝦米,碗,120.0
臘肉,碗,180.0
高湯,又1/3杯,80.0
香蒜蜜汁醬,包,30.0
千島醬,又1/2小匙,2.5
濃縮柳橙汁,又1/2小匙,2.5
帶皮蒜仁,顆,4.0
珍珠梅,元,8.0
辣熱狗,條,55.0
蕃茄,大個,250.0
乳酪,球,125.0
甜紫蘇,小把,25.0
西芹菜,根,50.0
什錦水果罐頭,湯匙,18.0
鴨胸肉,塊,200.0
鴨蛋黃,顆,25.0
草莓香甜酒,滴,0.0
番鴨,隻,2000.0
番茄罐頭,罐,400.0
烤焙紙,張,0.0
醬油膏,又1/3大匙,7.0
青蒜,∼2支,30.0
胡蘿蔔條,條,120.0
1.苦瓜,段,150.0
醬瓜,條,300.0
5.甜黃果,顆,200.0
熟地,又1/2錢,1.875
枸杞,又1/2錢,1.875
沙朗牛肉,片(約20克),20.0
白蘭地,CC,1.0
甜豆筴,片,15.0
櫛瓜,小條,250.0
醬油,∼3大匙,45.0
豆腐丁,盒,350.0
熟蛋,顆,55.0
檸檬,個(搾汁),110.0
大蒜,~10粒,4.0
豬大排,塊,200.0
米醋,碗,150.0
檸檬汁,大顆,45.0
小紅辣椒,根,4.0
椪柑,顆,175.0
素高湯,c.c.,1.0
A.法國麵包,片,25.0
"裝飾物：
柳丁果肉",粒,12.0
珍保玉筍罐頭,罐,200.0
川式麻辣醬,又2/1大匙,18.0
蒜瓣,大顆,6.0
罐裝整顆蕃茄,顆,120.0
薑黃,片,7.0
A.嫩蛋皮,份,30.0
指型餅乾,支,7.0
櫻桃蕃茄,顆,15.0
蘋果西打,罐,330.0
起酥麵糰,份,150.0
櫻桃罐頭,罐,250.0
山蘇,葉,1.0
紅肉葡萄柚,個,250.0
大沙公,隻,400.0
葡萄柚果肉,顆,25.0
豌豆莢,條,2.0
茄子段,條,70.0
柚子皮屑,顆,15.0
蟹柳棒,根,18.0
香草莢,根,30.0
煙燻火腿片,片,20.0
水波蛋,顆,55.0
"裝飾材料：
櫻桃",顆,7.0
蝦子,尾(大),25.0
薄蛋皮,份,30.0
1.大草蝦,尾,25.0
1.世蒲鉾,包,200.0
新鮮蘑菇,朵,20.0
西芹丁,湯匙,1.5
紅椒丁,湯匙,1.5
義大利香料,湯匙,1.5
新鮮海魚,條,200.0
沙拉油,∼3大匙,13.0
香油,∼4大匙,13.0
優酪乳,湯匙,5.0
杏桃,片,12.0
冷凍長燒鰻,條,150.0
1.辣椒泡菜,條,40.0
2.豬腳,隻,400.0
香菇竹笙雞調理包,包,30.0
板魚,條,150.0
腰只,個,150.0
酒漬櫻桃,顆,8.0
紅椒塊,顆,175.0
黃椒塊,顆,175.0
木耳,大朵,70.0
Ａ.土雞,隻,1200.0
Ｂ.人蔘,錢,3.75
生杞,錢,3.75
綜合海鮮料,共150公克,150.0
大片餛飩皮,張,5.0
紅糟豆腐乳,塊,20.0
溝槽:鴻喜菇,一盒,150.0
防潮,糖粉,0.0
海蝦(胭脂蝦),尾,20.0
大蒜碎,顆,4.0
小紅辣椒碎,根,7.0
黃檸檬,個,120.0
大頭鰱魚頭,顆,750.0
絞肉,∼6兩,225.0
餛飩皮,∼6兩,225.0
香魚辣椒罐頭,罐,150.0
藍鑽蝦,尾,40.0
鮮奶,盒,1000.0
花枝,公分,0.0
炸餃子,顆,25.0
袋餅,個,110.0
"調味料Ｂ：
太白粉",又1/2大,4.5
小黃片,根,15.0
金茸,罐,180.0
三角薄片油豆腐,片,12.0
新鮮綠竹筍,支,15.0
炒飯,碗,250.0
去骨仿土雞腿,支,180.0
綠花椰菜,小株,180.0
椰奶,CC,1.0
原味麵露,瓶,350.0
雞湯,CC,1.0
起士粉,自行斟酌,0.0
蕃茄丁,個,180.0
蓮霧(切絲),顆,300.0
越式米紙,片,7.0
起司碎,湯匙,18.0
黑芝麻,碗,180.0
白芝麻,碗,180.0
"裝飾材料：
鳳梨",片,25.0
芽白菜,株,12.0
烏參,條,75.0
酥脆油條,條,65.0
小的蛤蜊肉,個,40.0
花枝,小隻,0.0
日本茄子,顆,120.0
奶油塊,小塊,12.0
黑麥麵包,片,40.0
入味的豆皮,片,12.0
法國麵包,塊,200.0
玉米荀,支,200.0
茄子片,條,20.0
厚蛋燒,塊,120.0
烏魚子,副,15.0
A.豬里肉肉片,片,40.0
鴨兒芹,根,25.0
豆豉,包,150.0
魷魚絲,碗,120.0
蒜片酥,碗,40.0
大骨,副,800.0
鳳梨汁,m1,1.0
"裝飾材料：
檸檬皮",片,2.0
1.去骨雞腿肉,隻,180.0
熟椰菜,小朵,15.0
甘味苦瓜罐頭,罐,350.0
"裝飾材料：
檸檬皮",條,1.0
橘子果醬,~4小匙,6.0
白胡椒,鹽適量,0.0
肉骨茶包,份,30.0
紅辣椒,小段,3.0
鮮蝦,顆,20.0
"奶蛋液：
蛋",顆,55.0
鴨,半隻,2000.0
蒜蓉,撮,1.0
寬冬粉,綑,60.0
蘋果(小),顆,120.0
奶油,~3大匙,14.0
番茄醬,碗,200.0
水,~10碗,200.0
蝦目魚,條(約1斤),600.0
高湯,又1/2碗,200.0
XO醬,又1/2小匙,5.0
白灼蝦,尾,20.0
溫開水,CC,1.0
太陽蛋,顆,55.0
豬里脊肉片,一片,40.0
土芒果,個,200.0
鱈魚下巴肉,個,150.0
"調味料A：
鹽",又1/2小匙,5.0
生菜葉,數片,8.0
泰式雞醬,大池,0.0
漢堡肉餅,份,120.0
A.雞腿肉,支,200.0
娃娃菜,株,150.0
鴨腿,支,280.0
土芋菜,條,40.0
芥蘭,葉,8.0
豆干丁,碗,180.0
味噌,小包,30.0
金鱈魚,尾(約700公克),700.0
細米粉,束,60.0
A.烤雞,隻,1500.0
B.油條,根,40.0
大里肌,~2斤,600.0
青蔥,小把,30.0
A.牛排,片,200.0
A.薄蛋皮,份,15.0
2.茄子,條,250.0
南瓜,大片,300.0
大蝦子,尾,25.0
白醋,又1/2茶匙,5.0
蘑菇切片,顆,15.0
B.酒,碗,200.0
C.辣椒,根,15.0
小番茄,~8,8.0
高麗菜苗,棵,20.0
B.豆腐,塊,350.0
香草籽,根,2.0
馬鈴薯,一顆,200.0
蘋果咖哩,小塊,25.0
印度咖哩,小塊,25.0
烤肉用木籤,~12枝,1.5
A.番茄,粒,150.0
甜紅椒,個,150.0
溝槽:透抽,隻,150.0
白甘蔗,小節,75.0
鱈魚,小段,100.0
去殼蝦仁,隻,8.0
帶殼蟹腳,隻,75.0
B.香蕉,根,130.0
熟蝦,支,8.0
滷胛心肉塊,塊,40.0
麵粉,~5大匙,9.0
爆玉米,碗,40.0
冷凍什錦蔬菜,碗,125.0
照燒雞排,支,200.0
沙嗲口味泡麵(乾麵),包,100.0
柳橙片,個,150.0
"沾醬：
全蛋",顆,55.0
"裝飾：
薄荷葉",朵,0.7
罐頭鬦魚,小罐,120.0
"配料：
洋蔥",個,150.0
韓式辛辣味泡麵,包,100.0
泡麵沾麵汁︰泡麵調味包,包,100.0
新鮮香菇,片,7.0
B.香腸,根,65.0
醃漬櫻桃,顆,8.0
A.火腿,片,20.0
Ｃ.去邊土司,片,25.0
烏殼筍,根,75.0
紅醬調理包,一包,75.0
青甜椒,個,150.0
排骨,~4塊,75.0
A.豬肉排,片,125.0
黃甜椒,公0克,1.0
豬前腳,隻,750.0
鮮蝦仁,尾,8.0
日本芥末,酌量,0.0
李錦記麻婆豆腐醬,包,100.0
雞蛋白,顆,30.0
裝飾材料:蘋果,顆,175.0
番茄片,個,125.0
B.昆布,公分,0.0
黑豆干,個,75.0
牛大骨,根,350.0
杏仁粒,碗,125.0
熱狗堡,條,65.0
牛番茄,片,30.0
火腿絲,碗,65.0
高湯,~7大匙,15.0
鹽、太白粉,各少許,0.0
冷開水,CC,1.0
尼羅紅魚,條,200.0
烏龍茶,CC,1.0
新鮮高麗菜,個,750.0
水果沾麵汁︰蘋果,顆,175.0
蔥段,~2支,15.0
薑片,~6片,7.0
大辣椒,根,35.0
A.火雞,隻,250.0
西洋生菜,個,200.0
日式三角豆皮,片,15.0
檸檬汁,c.c.,1.0
配菜A:德式香腸,條,80.0
小黃瓜,至5條,0.0
A.金目鱸魚,尾,300.0
熟竹筍,根,100.0
A.滿福堡,個,150.0
培根,又1/2片,7.5
B.透抽,隻,200.0
泡麵調味油包,包,10.0
市售濃湯包,包,80.0
熟綠竹筍,小支,50.0
娃娃菜,顆,100.0
紅色火龍果,顆,400.0
甜桃,顆,150.0
小南瓜,顆,500.0
綠竹筍筍尖,支,50.0
"材料Ａ：
愛之味菜心",粒,20.0
洋蔥,塊,80.0
青椒,塊,80.0
"四物材料：
當歸",片,3.0
蔥末,~3大匙,20.0
長麵條,包,250.0
麻辣蘿蔔罐頭,罐,200.0
洋蔥絲.,顆,200.0
新鮮活蝦,支,20.0
越式春捲皮,張,10.0
B.起司片,片,20.0
牛奶糖,粒,8.0
B.蘋果丁,粒,10.0
A.麥香胚芽厚片吐司,片,50.0
鹽燒嫩雞A:去骨雞腿肉,片,200.0
土雞中翅,隻,30.0
高麗菜塊,片,50.0
番茄塊,個,80.0
B.甜玉米,條,150.0
牛蒡,半條,75.0
日式油豆腐,個,60.0
蛋白糖霜餅,塊,20.0
絞肉,~3兩,113.0
蔥花,隨意,0.0
山葵葉,隨意,0.0
芥菜(帶葉),根,150.0
熟鴨肉,塊,80.0
熟花椰菜,~4小朵,80.0
黃椒段,個,50.0
B.牛蒡,粒,15.0
鵝蛋,~15個,2700.0
大蒜,~8粒,40.0
蒜蓉雪麵,包,100.0
韓式辣味泡麵,包,120.0
魚,片,100.0
苦瓜罐頭,罐,200.0
全形海苔,片,3.0
鹽漬鮭魚,尾,250.0
"裝飾材料：
橘子",片,15.0
馬鈴薯丁,個,80.0
紅蘿蔔煮,小條,30.0
牛番茄薄片,片,15.0
羅漢果,半顆,10.0
B.豬肚,個,800.0
冬粉,小把,40.0
煮好的雞蛋,顆,55.0
煎餃,顆,25.0
毛瓜片,片,15.0
魚肉薄片,片,20.0
罐頭朝鮮薊,個,15.0
紫洋蔥,粒,10.0
原味培果,個,110.0
大番茄片,片,30.0
A.蛋豆腐,盒,300.0
乾辣椒圈,條,0.8
腰果,碗,120.0
香腸沙拉A:德式香腸,支,100.0
C.沙拉油,大碗,0.0
香菇丁,兩朵,40.0
小黃瓜丁,半條,90.0
洋蔥丁,一大池,0.0
蘋果片,顆,180.0
A.海參,隻,100.0
B.蒜片,顆,5.0
蔥片,根,15.0
紅番茄碎,顆,200.0
油炸芝麻麵線棒,根,15.0
美國茄,顆,250.0
B.蒲燒鰻魚,尾,120.0
B.奶油,小塊,18.0
大番茄碎,顆,250.0
丼飯醬汁,份,0.0
鮭魚,片(約1斤),600.0
雪蓮,碗(泡好),150.0
蝦仁,~3兩,112.5
山蘇花,朵,8.0
魚板,塊,150.0
恰巴達麵包,個,250.0
調味燒海苔片,片,2.5
香蕉,枝,120.0
B.蒜仁,顆,5.0
辣椒段,根,5.0
咖哩口味泡麵,包,90.0
里肌肉片,~10片,20.0
海苔片,~3張,2.5
菜脯,碗,80.0
雞湯泡麵,包,90.0
印尼速食炒麵,包,85.0
B.速食麵調味包,包,10.0
韓式海苔片,片,2.5
柳橙果肉,顆,150.0
雞胸肉,半個,90.0
罐頭肉醬,半罐,175.0
綠花椰菜,朵,30.0
羊肉爐中藥包,包,100.0
五木海鮮味拉麵,塊,90.0
A.五木海鮮味拉麵調味包,包,10.0
豬肚,顆,500.0
肉桂棒,條,10.0
紅蘿蔔,公斤g,1000.0
A.煮熟水餃,顆,25.0
照燒雞腿排,片,150.0
羊排,~4支,120.0
"裝飾：
薄荷葉",根,3.0
大蝦,~3尾,30.0
鹽漬番茄,顆,15.0
牛肉口味泡麵,包,90.0
杏鮑菇(大),支,40.0
餛飩餃皮,張,7.0
蝦仁丁,尾,12.0
小辣椒碎,支,4.0
竹繩,條,80.0
新鮮玉米,根,250.0
牛番茄塊,顆,200.0
燒雞,支,120.0
薄吐司,片,25.0
五木肉燥味拉麵,塊,85.0
五木肉燥味拉麵調味包,包,10.0
五木肉燥味拉麵油包,包,10.0
紅火龍果,個,450.0
荔枝,粒,20.0
綠櫛瓜,片,100.0
鹹冬瓜,塊,50.0
B.茄子,條,200.0
C.蒜香炒飯,碗,280.0
雞爪,支,30.0
秋刀魚片,尾,150.0
麵包,塊,100.0
高麗菜葉(燙軟),片,45.0
魚露,匙,15.0
紫茄,條,200.0
紅糟豆腐乳,小塊,15.0
冰糖,大匙,18.0
米酒,大匙,15.0
香椿,支,120.0
烤好雞胸肉,片,80.0
李錦記照燒雞翅醬,包,75.0
新鮮大蒜粒,顆,5.0
水,C㏄,240.0
裝飾材料:罐頭小洋梨,顆,15.0
豆瓣醬,瓶,300.0
全雞(汆燙過),隻,1500.0
茴香,顆,300.0
A.冷凍烏龍麵,份,200.0
抹茶冰淇淋,顆,60.0
杏仁酥餅,片,15.0
市售現成栗子,包,150.0
去皮去骨雞胸肉,片,200.0
A.漢堡包,粒,65.0
A.起司片,片,20.0
羊肩排,根,150.0
小龍蝦,隻,5.0
蘆筍(熟),支,15.0
蘑菇片,片,7.0
D.蘋果(小),顆,120.0
B.蘆筍,隻,15.0
蘿蔓生菜,根,350.0
罐頭小洋蔥,顆,20.0
A.鮮鱸魚,條,500.0
紅黃甜椒,公克,1.0
"炸粉：
地瓜粉",碗,150.0
新鮮玉米粒,支,0.0
芥蘭菜,棵,400.0
A.薄片土司,片,25.0
配菜A:小番茄,顆,15.0
A.雞蛋豆腐,盒,300.0
日式福袋,個,40.0
福菜,棵,0.0
B.福菜,片,8.0
紅辣椒碎,根,10.0
麥芽糖,∼2大匙,20.0
年糕條,條,40.0
麥芽糖,∼4大匙,20.0
麥芽,錢,0.0
寧波年糕,條,40.0
麥克雞塊,塊,85.0
4.蛋糓體,片,90.0
韓式泡菜,小碗,120.0
巧克力蛋糓,吋1個,150.0
1.里肌肉,片,60.0
蘿蔔糓,片,65.0
聖女小蕃茄片,顆,15.0
原味塔皮,吋2個,25.0
簿荷葉,片,7.0
翡翠辣椒,根,15.0
橙皮末,個,0.0
雞全翅,支,100.0
酸黃瓜,∼5片,7.0
辣椒絲,∼2條,0.5
"餡料：
滷肉豆沙",斤或10,500.0
赤翅魚,尾,300.0
鳩康地蛋糓體,片,90.0
雜糧大餅,張,70.0
菜脯,ｇ,1.0
白飯,ｇ,1.0
蒜末,ｇ,1.0
蒜苗,ｇ,1.0
熱狗香腸片,片,12.0
醃燻香腸片,片,12.0
粿仔條,包,0.0
醬油,又2/3大匙,15.0
田雞腿,支,40.0
大餛飩皮,張,6.0
醬油厚蛋燒,份,0.0
豬五花肉片,片,35.0
濕黑木耳,片,7.0
醃漬鯷魚,尾,450.0
雞精粉,湯匙,4.0
熟蝦,隻,20.0
鳳梨丁,塊,12.0
3.海帶片,小片,0.8
五香炸豬排,片,125.0
處理好的大腸,條,75.0
義大利風乾火腿,大片,12.0
哈密瓜,六分之一顆,3000.0
檸檬,一粒,125.0
料酒,CC,1.0
大明蝦,隻,30.0
乾辣椒,枝,3.0
2.水梨,個,200.0
龍蝦尾,隻,200.0
干貝,隻,3.0
芋頭,又1/2斤,500.0
2.蒜頭,瓣,5.0
A.腓利牛排,塊,200.0
鵝肝醬,片,40.0
全脂鮮奶,CC,1.0
蔓越莓,CC,1.0
砂糖,量杯,204.0
冰塊,大碗,0.0
寧波年糕,包,400.0
帶骨里肌排,片,200.0
泰式乾河粉,包,450.0
龍蝦,隻(1斤),600.0
小仙女番茄,顆,15.0
2.紅甜椒,個,200.0
白菜心,片,20.0
伊達卷,包,200.0
米皮,張,8.0
生菜,張,15.0
羊肉爐冷凍包,包,1000.0
佛跳片,份,250.0
丹麥麵包,片,40.0
蒜蒜結,盒,250.0
B.紅洋蔥,顆,150.0
黃節瓜,條,200.0
綠節瓜,條,200.0
莎朗牛排,塊,250.0
麻油,數滴,1.0
"沾料：
秋葵",根,15.0
油筍罐頭,瓶,400.0
土司,兩片,70.0
A.去骨雞腿,支,200.0
芥菜仁,顆,8.0
香茅末,支,20.0
3.薑片,片,10.0
鱸魚,片,150.0
罐裝調味番茄丁,罐,400.0
糖,又1/2匙,2.5
白醋,又1/2匙,2.5
竹筴魚,尾,150.0
水蜆,粒,15.0
芥蘭菜,根,70.0
全蛋汁,顆,55.0
鯛魚,片,150.0
絲瓜,公克（1條）,400.0
整支豬前腿,支,2000.0
香料包:八角,粒,2.0
愛文種的綠芒果,大顆,500.0
生菜,顆,300.0
白芝麻,中匙,12.0
蔥,段,10.0
米酒,量杯,250.0
"材料Ａ：
香蒜奶油麵包",片,40.0
"材料Ｂ：
洋蔥",個,200.0
肉,兩(切片),37.5
牛骨,塊,300.0
鮭魚肉,片,200.0
水煮溫泉蛋,顆,55.0
草魚魚頭,個,450.0
"裝飾：
香菜",根,8.0
泰國小辣椒,條,5.0
金針菇罐頭,瓶,400.0
維也納香腸,條,40.0
罐頭水蜜桃,小片,15.0
罐頭田螺肉,顆,8.0
橘椒,個,200.0
新鮮栗子,顆,15.0
加州鯡魚,條,150.0
玉米筍,枝,15.0
玉米棒,根,150.0
小顆高麗菜,顆,650.0
蜂蜜,湯匙,21.0
紫洋蔥片,片,8.0
紅燒鰻魚罐頭,罐,130.0
大蒜碎,瓣,5.0
2.鳥蛋,顆,12.0
3.魚板,片,25.0
桂皮,塊,8.0
A.新鮮豬肚,個,350.0
燒酒包,包,50.0
白酒sauce材料(1份,奶,0.0
干蔥(紅蔥頭),棵,120.0
厚片吐司,~2片,70.0
苜宿芽,小撮,70.0
燻肉,片,20.0
冬粉,∼3把,75.0
薑片,∼9片,27.0
蠔油,∼3大匙,39.0
米酒,∼3大匙,45.0
愛芠芒果,顆,300.0
挫冰,份,250.0
A.大蕃茄,顆,200.0
濃縮蕃茄罐,罐,140.0
罐裝鯷魚,隻,0.0
蕃茄塊,粒,10.0
鴉血,塊,30.0
糖,大醬,0.5
孛薺,顆,150.0
榨菜,半個,30.0
"煮汁：
醬油露",+1/2大匙,7.5
貢菜,∼3兩,150.0
香菇絲,∼4朵,32.0
水,∼4大匙,60.0
玉泉花雕酒,ｃｃ,1.0
綜合滷汁,鍋,0.0
"湯底：
麻辣鍋底",罐,300.0
冷凍牛腱心,條,150.0
"裝飾：
棉花糖",顆,5.0
B.香菜,束,25.0
鹼水,滴,0.05
新鮮羅勒葉,∼8片,4.0
C.八角,粒,1.5
"火鍋料：
娃娃菜",盒,250.0
沙茶滷汁,鍋,0.0
人蔘鬚,錢,5.0
檸檬香蜂草,片,0.5
牛肉片,盒,250.0
1.蕃茄糊,罐,140.0
七葉蘭,片,5.0
鮭魚切片,片,20.0
B.草蝦,尾,10.0
大文蛤,顆,100.0
活草魚,條,1000.0
7.巧克力蛋糕體,片,120.0
小里肌肉,條,100.0
Ｂ.胡蘿蔔,條,80.0
大黃瓜,段,75.0
沙拉油,一茶匙,4.5
蠔油,一茶匙,4.5
水煮雞蛋,顆,55.0
蝦菇,隻,18.0
洋蔥丁,湯匙,15.0
辣椒粉,湯匙,9.0
雲吞,盒(12顆),216.0
土司厚片,片,35.0
滷牛肚,個,60.0
重奶油麵糊,份,350.0
棒棒雞腿,支,80.0
泡發魷魚,尾,250.0
蒜片,數片,2.5
長形餐包,個,65.0
生菜絲,杯(少許),25.0
起司,片2片,40.0
孔雀蛤,顆,15.0
辣椒,酌量,0.0
"滷汁：
醬油",瓶,525.0
老薑,小塊,25.0
"餡料：
玉米粒罐頭",罐,340.0
醬油,c.c.,1.0
蠔油,c.c.,0.92
西洋芹,大支,65.0
藥包,包,40.0
白菜,粒,1500.0
茼蒿,顆,200.0
茴香末,小把,20.0
蒜末,湯匙,9.0
蝦夷蔥末,湯匙,9.0
鳴戶卷,片,12.0
芥藍,株,400.0
1.海鮮火鍋高湯粉,小,0.0
紅蔥頭碎,粒,12.0
蒜碎,粒,5.0
B.熟春捲皮,張,12.0
新鮮薰衣草,株,15.0
A.芙蓉豆腐汁,包,75.0
鹽少,許,0.8
A.鱸魚肉,面,0.0
A.大里肌,片,200.0
油炸豆皮,片,7.0
人蔘雞藥包,份,75.0
韓式海苔片,小片,0.8
小黃瓜粒,條,120.0
松露,顆,100.0
瓜仔肉燥,半碗,150.0
乾香姑,朵,7.0
肉雞腿肉,支,150.0
蚵捲,條,40.0
蝦捲,條,40.0
咖哩雞排,塊,180.0
"裝飾：
南瓜子",顆,0.0
滷茭白筍,支,12.0
雞高湯,湯匙,15.0
小黃皮,張,7.0
魚餅,片,20.0
筍,片,15.0
澎湖角瓜,條,300.0
A.魚頭,只,350.0
魚尾,只,250.0
小里肌排,條,100.0
牛菲力,片,150.0
香料酥皮,片,70.0
金線鰱魚,隻,300.0
楊梅,數顆,7.0
糙米,量杯,190.0
2.火腿片,片,25.0
煙燻鮭魚片,片,15.0
茶香滷包,個,65.0
豬耳朵,附,125.0
"燻料：
麵粉",碗,175.0
"其它材料：
草莓",顆,20.0
"材料Ａ：
蔥油派",張,100.0
矽膠半圓模,個,0.0
A.乾瓢煮,條,7.0
壽司捲廉,個,0.0
熱狗,支,50.0
"裝飾：
香橙片",片,30.0
白蘿蔔帶皮.,條,300.0
煮熟肥腸,條,125.0
A.豬耳朵,個,125.0
白煮蛋碎,顆,55.0
B.蘿美生菜,片,3.0
豬血糕,大條,250.0
市售綜合藥膳包,包,75.0
瑪滋達起士,片,25.0
A.鮮蚵,顆,30.0
潛水艇堡,個,400.0
香吉士,粒,7.0
"滷包材料：
桂皮",錢,3.75
香茅,錢,3.75
"辛香料：
洋蔥",顆,200.0
水,半碗,112.5
大里肌片,片,120.0
牛腱,條,150.0
1.小洋蔥,顆,100.0
蘿蔔嫩葉,片,3.0
鮪魚罐頭,小罐,110.0
香菜葉,株,15.0
淺平盤,個,0.0
長蔥,根,15.0
北海鱈魚香絲,包,75.0
"調味料Ａ：
黑胡椒醬",又1/2,0.0
南瓜口味餅皮,片,150.0
南瓜,半顆,750.0
冷凍照燒雞肉塊,包,400.0
白蘿蔔中型,條,300.0
酸烏梅肉,顆,7.0
薰衣草茶葉,~5公克,5.0
貝禮詩香甜奶酒,又1/3oz,0.0
洋蔥丁A,顆,200.0
洋蔥丁B,顆,200.0
毛豆,個,7.0
蕃茄醬,？大匙,15.0
蝦子,約12∼15尾,162.0
B.大白菜,顆,1500.0
油,∼5匙,75.0
刀切手工麵,人份,90.0
"滷料1：
蔥段",支,15.0
"滷料3：
滷包",個,65.0
蛋黃,∼3個,54.0
大豆沙拉油,杯,230.0
A.原味吮指炸雞,隻,150.0
